label,message,length,label_encoded,clean_message,length_bin
ham,I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.,74,0,im on my way home went to change batt my watch then go shop a bit lor,pendek
spam,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,109,1,yes the only place in town to meet exciting adult singles is now in the uk txt chat to now pmsg,sedang
ham,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",158,0,hi mobile no ltgt has added you in their contact list on wwwfullonsmscom it s a great place to send free sms to people for more visit fullonsmscom,panjang
ham,"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything.",482,0,good evening sir hope you are having a nice day i wanted to bring it to your notice that i have been late in paying rent for the past few months and have had to pay a ltgt charge i felt it would be inconsiderate of me to nag about something you give at great cost to yourself and thats why i didnt speak up i however am in a recession and wont be able to pay the charge this month hence my askin well ahead of months end can you please help thank you for everything,sangat panjang
ham,"If i let you do this, i want you in the house by 8am.",53,0,if i let you do this i want you in the house by am,pendek
ham,"Best line said in Love: . \I will wait till the day I can forget u Or The day u realize that u cannot forget me.\""... Gn""",121,0,best line said in love i will wait till the day i can forget u or the day u realize that u cannot forget me gn,sedang
ham,I will reach before ten morning,31,0,i will reach before ten morning,sangat pendek
ham,Your pussy is perfect!,22,0,your pussy is perfect,sangat pendek
spam,"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p",161,1,someone has contacted our dating service and entered your phone becausethey fancy you to find out who it is call from a landline pobox wrg p,panjang
ham,No message..no responce..what happend?,38,0,no messageno responcewhat happend,sangat pendek
ham,Also where's the piece,22,0,also wheres the piece,sangat pendek
ham,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine \KUDI\""yarasu dhina vaazhthukkal. ..""",91,0,wiskey brandy rum gin beer vodka scotch shampain wine kudiyarasu dhina vaazhthukkal,pendek
ham,Boo. How's things? I'm back at home and a little bored already :-(,66,0,boo hows things im back at home and a little bored already,pendek
ham,First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries,191,0,first has she gained more than ltgt kg since she took in second has she done the blood sugar tests if she has and its ok and her blood pressure is within normal limits then no worries,panjang
ham,PICK UR FONE UP NOW U DUMB?,27,0,pick ur fone up now u dumb,sangat pendek
ham,"Thanks da thangam, i feel very very happy dear. I also miss you da.",67,0,thanks da thangam i feel very very happy dear i also miss you da,pendek
ham,"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff. ",104,0,okey doke im at home but not dressed cos laying around ill speak to you later bout times and stuff,sedang
ham,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,96,0,i dont run away frm u i walk slowly amp it kills me that u dont care enough to stop me,pendek
ham,"Babe, I'm back ... Come back to me ...",38,0,babe im back come back to me,sangat pendek
ham,Well you told others you'd marry them...,40,0,well you told others youd marry them,sangat pendek
ham,Neshanth..tel me who r u?,25,0,neshanthtel me who r u,sangat pendek
ham,YO YO YO BYATCH WHASSUP?,24,0,yo yo yo byatch whassup,sangat pendek
ham,Oh... Kay... On sat right?,26,0,oh kay on sat right,sangat pendek
ham,Hi! This is Roger from CL. How are you?,39,0,hi this is roger from cl how are you,sangat pendek
spam,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs),152,1,babe u want me dont u baby im nasty and have a thing filthyguys fancy a rude time with a sexy bitch how about we go slo n hard txt xxx slomsgs,panjang
ham,Oh oh... Wasted... Den muz chiong on sat n sun liao...,54,0,oh oh wasted den muz chiong on sat n sun liao,pendek
ham,Jesus christ bitch I'm trying to give you drugs answer your fucking phone,73,0,jesus christ bitch im trying to give you drugs answer your fucking phone,pendek
ham,Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.,80,0,please give it or i will pick it up on tuesday evening about if that is ok,pendek
ham,I'm meeting Darren...,21,0,im meeting darren,sangat pendek
ham,One of best dialogue in cute reltnship..!! \Wen i Die,53,0,one of best dialogue in cute reltnship wen i die,pendek
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",444,0,solve d case a man was found murdered on ltdecimalgt ltgt afternoon his wife called police police questioned everyone wife siri was sleeping when the murder took place cook i was cooking gardener i was picking vegetables housemaid i went d post office children we went play neighbour we went a marriage police arrested d murderer immediately whos it reply with reason if u r brilliant,sangat panjang
ham,Dear where you will be when i reach there,41,0,dear where you will be when i reach there,sangat pendek
ham,Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :),99,0,aww thats the first time u said u missed me without asking if i missed u first you do love me,pendek
ham,Ok... Thanx... Gd nite 2 Ì_ too...,34,0,ok thanx gd nite ì too,sangat pendek
ham,"Come to me right now, Ahmad",27,0,come to me right now ahmad,sangat pendek
ham,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.,116,0,lol please do actually send a pic of yourself right now i wanna see pose with a comb and hair dryer or something,sedang
ham,O was not into fps then.,24,0,o was not into fps then,sangat pendek
ham,Huh means computational science... Y they like dat one push here n there...,75,0,huh means computational science y they like dat one push here n there,pendek
ham,"Could you not read me, my Love ? I answered you",47,0,could you not read me my love i answered you,sangat pendek
ham,Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can... ,81,0,oh lk tt den we take e one tt ends at cine lor dun wan yogasana oso can,pendek
ham,"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala.",115,0,madamregret disturbancemight receive a reference check from dlf premaricakindly be informedrgdsrakheshkerala,sedang
spam,SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE,152,1,sms services for your inclusive text credits pls gotto wwwcomuknet login qxj unsubscribe with stop no extra charge help comukcm ae,panjang
ham,Oic... Then better quickly go bathe n settle down...,52,0,oic then better quickly go bathe n settle down,pendek
ham,Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.,83,0,err cud do im going to at pm i havent got a way to contact him until then,pendek
ham,A bloo bloo bloo I'll miss the first bowl,41,0,a bloo bloo bloo ill miss the first bowl,sangat pendek
ham,Lmao but its so fun...,22,0,lmao but its so fun,sangat pendek
ham,Oh k k:)but he is not a big hitter.anyway good,46,0,oh k kbut he is not a big hitteranyway good,sangat pendek
ham,Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!,57,0,hey i almost forgot happy bday babe i love ya,pendek
spam,Valentines Day Special! Win over å£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201,158,1,valentines day special win over å£ in our quiz and take your partner on the trip of a lifetime send go to now pmsg rcvd custcare,panjang
ham,Do you think i can move  &lt;#&gt;  in a week,45,0,do you think i can move ltgt in a week,sangat pendek
ham,She.s find. I sent you an offline message to know how anjola's now.,67,0,shes find i sent you an offline message to know how anjolas now,pendek
spam,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1,152,1,guess who am ithis is the first time i created a web page wwwasjesuscom read all i wrote im waiting for your opinions i want to be your friend,panjang
ham,How was txting and driving,26,0,how was txting and driving,sangat pendek
ham,That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.,100,0,thats good lets thank god please complete the drug have lots of water and have a beautiful day,pendek
ham,Really dun bluff me leh... U sleep early too. Nite...,53,0,really dun bluff me leh u sleep early too nite,pendek
ham,"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that \ &lt;#&gt;  lac crore\"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.\""""",632,0,indians r poor but india is not a poor country says one of the swiss bank directors he says that ltgt lac crore of indian money is deposited in swiss banks which can be used for taxless budget for ltgt yrs can give ltgt crore jobs to all indians from any village to delhi lane roads forever free power suply to more than ltgt social projects every citizen can get monthly ltgt for ltgt yrs no need of world bank amp imf loan think how our money is blocked by rich politicians we have full rights against corrupt politicians itna forward karo ki pura india padhegm,sangat panjang
ham,Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.,235,0,uncle boye i need movies oh guide me plus you know torrents are not particularly legal here and the system is slowing down what should i do have a gr day plus have you started cos i dont meet you online how was the honey moon,sangat panjang
ham,Oh ya ya. I remember da. .,26,0,oh ya ya i remember da,sangat pendek
ham,Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude,114,0,btw regarding that we should really try to see if anyone else can be our th guy before we commit to a random dude,sedang
spam,"For ur chance to win å£250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk.",122,1,for ur chance to win å£ cash every wk txt play to tscs wwwmusictrivianet custcare xpwk,sedang
ham,I not busy juz dun wan 2 go so early.. Hee.. ,45,0,i not busy juz dun wan go so early hee,sangat pendek
ham,Rightio. 11.48 it is then. Well arent we all up bright and early this morning.,78,0,rightio it is then well arent we all up bright and early this morning,pendek
ham,"Great. I'm in church now, will holla when i get out",51,0,great im in church now will holla when i get out,pendek
ham,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon ,82,0,back in brum thanks for putting us up and keeping us all and happy see you soon,pendek
ham,I donno if they are scorable,28,0,i donno if they are scorable,sangat pendek
ham,&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here,85,0,ltgt great loxahatchee xmas tree burning update you can totally see stars here,pendek
ham,"Yes but i dont care! I need you bad, princess!",46,0,yes but i dont care i need you bad princess,sangat pendek
ham,"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight",183,0,the guy kadeem hasnt been selling since the break i know one other guy but hes paranoid as fuck and doesnt like selling without me there and i cant be up there til late tonight,panjang
ham,Tmr then Ì_ brin lar... Aiya later i come n c lar... Mayb Ì_ neva set properly Ì_ got da help sheet wif Ì_...,109,0,tmr then ì brin lar aiya later i come n c lar mayb ì neva set properly ì got da help sheet wif ì,sedang
ham,Do u knw dis no. &lt;#&gt; ?,28,0,do u knw dis no ltgt,sangat pendek
ham,Then she dun believe wat?,25,0,then she dun believe wat,sangat pendek
ham,K..give back my thanks.,23,0,kgive back my thanks,sangat pendek
ham,I know complain num only..bettr directly go to bsnl offc nd apply for it..,74,0,i know complain num onlybettr directly go to bsnl offc nd apply for it,pendek
ham,Okay. I've seen it. So i should pick it on friday?,50,0,okay ive seen it so i should pick it on friday,sangat pendek
ham,How much she payed. Suganya.,28,0,how much she payed suganya,sangat pendek
ham,Left dessert. U wan me 2 go suntec look 4 u?,44,0,left dessert u wan me go suntec look u,sangat pendek
ham,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?",88,0,abeg make profit but its a start are you using it to get sponsors for the next event,pendek
ham,Onum ela pa. Normal than.,25,0,onum ela pa normal than,sangat pendek
ham,K.k..how is your sister kids?,29,0,kkhow is your sister kids,sangat pendek
ham,"Cool, I'll text you when I'm on the way",39,0,cool ill text you when im on the way,sangat pendek
ham,Nope. Meanwhile she talk say make i greet you.,46,0,nope meanwhile she talk say make i greet you,sangat pendek
ham,i cant talk to you now.i will call when i can.dont keep calling.,64,0,i cant talk to you nowi will call when i candont keep calling,pendek
ham,Anything lar...,15,0,anything lar,sangat pendek
ham,"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever....",126,0,rose needs water season needs change poet needs imaginationmy phone needs ur sms and i need ur lovely frndship forever,sedang
ham,"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-(",105,0,good afternoon babe how goes that day any job prospects yet i miss you my love sighs,sedang
ham,They will pick up and drop in car.so no problem..,49,0,they will pick up and drop in carso no problem,sangat pendek
ham,S.i think he is waste for rr..,30,0,si think he is waste for rr,sangat pendek
ham,He is world famamus....,23,0,he is world famamus,sangat pendek
ham,Is there coming friday is leave for pongal?do you get any news from your work place.,84,0,is there coming friday is leave for pongaldo you get any news from your work place,pendek
ham,Lol well don't do it without me. We could have a big sale together.,67,0,lol well dont do it without me we could have a big sale together,pendek
ham,* Am on my way,14,0,am on my way,sangat pendek
ham,Eat at old airport road... But now 630 oredi... Got a lot of pple...,68,0,eat at old airport road but now oredi got a lot of pple,pendek
ham,"sry can't talk on phone, with parents",37,0,sry cant talk on phone with parents,sangat pendek
ham,Ok lor wat time Ì_ finish?,26,0,ok lor wat time ì finish,sangat pendek
ham,"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!",84,0,princess i like to make love ltgt times per night hope thats not a problem,pendek
ham,Mm i am on the way to railway,29,0,mm i am on the way to railway,sangat pendek
ham,"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne.",201,0,im done im sorry i hope your next space gives you everything you want remember all the furniture is yours if im not around when you move it just lock all the locks and leave the key with jenne,sangat panjang
ham,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?,137,0,not yet just id like to keep in touch and it will be the easiest way to do that from barcelona by the way how ru and how is the house,sedang
spam,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",116,1,sppok up ur mob with a halloween collection of nokia logopic message plus a free eerie tone txt card spook to,sedang
spam,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or å£10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer",168,1,urgent call from landline your complementary tenerife holiday or å£ cash await collection sae tcs po box wa px ppm sender hol offer,panjang
ham,K.:)do it at evening da:)urgent:),33,0,kdo it at evening daurgent,sangat pendek
ham,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!,101,0,pansy youve been living in a jungle for two years its my driving you should be more worried about,sedang
ham,Mm have some kanji dont eat anything heavy ok,45,0,mm have some kanji dont eat anything heavy ok,sangat pendek
ham,Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.,124,0,only if you promise your getting out as soon as you can and youll text me in the morning to let me know you made it in ok,sedang
ham,Lol that's different. I don't go trying to find every real life photo you ever took.,84,0,lol thats different i dont go trying to find every real life photo you ever took,pendek
ham,I dont thnk its a wrong calling between us,42,0,i dont thnk its a wrong calling between us,sangat pendek
ham,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.,78,0,k ill drinkpa then what doing i need srs model pls send it to my mail id pa,pendek
ham,Aiyah e rain like quite big leh. If drizzling i can at least run home.,70,0,aiyah e rain like quite big leh if drizzling i can at least run home,pendek
ham,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?,121,0,i have docs appointments next week im tired of them shoving stuff up me ugh why couldnt i have had a normal body,sedang
ham,Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.,81,0,dun b sad its over dun thk abt it already concentrate on ur other papers k,pendek
ham,"Greetings me, ! Consider yourself excused.",42,0,greetings me consider yourself excused,sangat pendek
ham,No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.,245,0,no drama plsi have had enough from you and family while i am struggling in the hot sun in a strange placeno reason why there should be an ego of not going if not invited when actually its necessity to gowait for very serious reppurcussions,sangat panjang
ham,they released another Italian one today and it has a cosign option,66,0,they released another italian one today and it has a cosign option,pendek
ham,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget",139,0,you at mu you should try to figure out how much money everyone has for gas and alcohol jay and i are trying to figure out our weed budget,sedang
spam,WINNER! As a valued network customer you hvae been selected to receive a å£900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,150,1,winner as a valued network customer you hvae been selected to receive a å£ reward to collect call valid hours only aclpm,sedang
ham,HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com,167,0,hcl chennai requires freshers for voice processexcellent english neededsalary upto ltgt call mssuman ltgt for telephonic interview via indyarockscom,panjang
ham,Dai what this da.. Can i send my resume to this id.,51,0,dai what this da can i send my resume to this id,pendek
ham,"I know where the  &lt;#&gt;  is, I'll be there around 5",55,0,i know where the ltgt is ill be there around,pendek
ham,Yup i've finished c Ì_ there...,31,0,yup ive finished c ì there,sangat pendek
ham,Remember to ask alex about his pizza,36,0,remember to ask alex about his pizza,sangat pendek
ham,No da..today also i forgot..,28,0,no datoday also i forgot,sangat pendek
ham,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry",306,0,ola would get back to you maybe not today but i ve told him you can be his direct link in the us in getting cars he bids for online you arrange shipping and you get a cut or u for a partnership where u invest money for shipping and he takes care of the restuwud b self reliant soon dnt worry,sangat panjang
ham,Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,202,0,fwiw the reason im only around when its time to smoke is that because of gas i can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,sangat panjang
ham,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*",160,0,hello my boytoy i made it home and my constant thought is of you my love i hope your having a nice visit but i cant wait till you come home to me kiss,panjang
ham,Congrats kano..whr s the treat maga?,36,0,congrats kanowhr s the treat maga,sangat pendek
ham,Who u talking about?,20,0,who u talking about,sangat pendek
ham,Yup...,6,0,yup,sangat pendek
ham,"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...",150,0,u wake up already wat u doing u picking us up later rite im taking sq reaching ard smth like dat u can check e arrival time c ya soon,sedang
ham,Yunny i'm walking in citylink now Ì_ faster come down... Me very hungry...,74,0,yunny im walking in citylink now ì faster come down me very hungry,pendek
ham,Er yep sure. Props?,19,0,er yep sure props,sangat pendek
ham,"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc",153,0,hiya have u been paying money into my account if so thanks got a pleasant surprise when i checked my balance u c i dont get statements that acc,panjang
spam,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16,158,1,u have won a nokia plus a free digital camera this is what u get when u win our free auction to take part send nokia to now poboxtcrw,panjang
ham,Ok ill send you with in  &lt;DECIMAL&gt;  ok.,45,0,ok ill send you with in ltdecimalgt ok,sangat pendek
ham,Bognor it is! Should be splendid at this time of year.,54,0,bognor it is should be splendid at this time of year,pendek
ham,Yes.i'm in office da:),22,0,yesim in office da,sangat pendek
ham,Ok. I only ask abt e movie. U wan ktv oso?,42,0,ok i only ask abt e movie u wan ktv oso,sangat pendek
ham,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,179,0,misplaced your number and was sending texts to your old number wondering why ive not heard from you this year all the best in your mcat got this number from my atlanta friends,panjang
ham,Dunno lei... I might b eatin wif my frens... If Ì_ wan to eat then i wait 4 Ì_ lar,82,0,dunno lei i might b eatin wif my frens if ì wan to eat then i wait ì lar,pendek
spam,FREE entry into our å£250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,100,1,free entry into our å£ weekly comp just send the word win to now tc wwwtxttowincouk,pendek
ham,Do u noe how 2 send files between 2 computers?,46,0,do u noe how send files between computers,sangat pendek
ham,"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again",158,0,mmmmm i loved waking to your words this morning i miss you too my love i hope your day goes well and you are happy i wait for us to be together again,panjang
ham,jay says he'll put in  &lt;#&gt;,32,0,jay says hell put in ltgt,sangat pendek
ham,Can you just come in for a sec? There's somebody here I want you to see,71,0,can you just come in for a sec theres somebody here i want you to see,pendek
ham,So the sun is anti sleep medicine.,34,0,so the sun is anti sleep medicine,sangat pendek
ham,What's happening with you. Have you gotten a job and have you begun registration for permanent residency,104,0,whats happening with you have you gotten a job and have you begun registration for permanent residency,sedang
ham,Yup ok...,9,0,yup ok,sangat pendek
ham,Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.,95,0,glad it went well come over at then well have plenty of time before claire goes to work,pendek
ham,Ok enjoy . R u there in home.,29,0,ok enjoy r u there in home,sangat pendek
ham,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.",155,0,can you pls pls send me a mail on all you know about relatives coming to deliver here all you know about costs risks benefits and anything else thanks,panjang
ham,You do what all you like,24,0,you do what all you like,sangat pendek
ham,That's y we haf to combine n c how lor...,41,0,thats y we haf to combine n c how lor,sangat pendek
ham,The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.,106,0,the monthly amount is not that terrible and you will not pay anything till months after finishing school,sedang
ham,Hmmm:)how many players selected?,32,0,hmmmhow many players selected,sangat pendek
ham,"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation.",112,0,they said if its gonna snow it will start around or pm tonite they are predicting an inch of accumulation,sedang
ham,I dont. Can you send it to me. Plus how's mode.,47,0,i dont can you send it to me plus hows mode,sangat pendek
ham,Aiyo please Ì_ got time meh.,28,0,aiyo please ì got time meh,sangat pendek
ham,Package all your programs well,30,0,package all your programs well,sangat pendek
ham,"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN.",289,0,she is our sister she belongs our family she is d hope of tomorrow pray herwho was fated d shoranur train incident lets hold our hands together amp fuelled by love amp concern prior her grief amp pain pls join in dis chain amp pass it stop violence against women,sangat panjang
ham,So are you guys asking that i get that slippers again or its gone with last year,80,0,so are you guys asking that i get that slippers again or its gone with last year,pendek
ham,Company is very good.environment is terrific and food is really nice:),70,0,company is very goodenvironment is terrific and food is really nice,pendek
spam,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk",101,1,text get more ringtones logos and games from wwwtxtcom questions infotxtcouk,sedang
ham,Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!,122,0,honestly ive just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out,sedang
ham,Yup but not studying surfing lor. I'm in e lazy mode today.,59,0,yup but not studying surfing lor im in e lazy mode today,pendek
ham,Please sen :)my kind advice :-)please come here and try:-),58,0,please sen my kind advice please come here and try,pendek
ham,I'm done. C Ì_ there.,21,0,im done c ì there,sangat pendek
ham,"Oh fine, I'll be by tonight",27,0,oh fine ill be by tonight,sangat pendek
ham,ÌÏ give me some time to walk there.,35,0,ìï give me some time to walk there,sangat pendek
ham,I'll reach in ard 20 mins ok...,31,0,ill reach in ard mins ok,sangat pendek
spam,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",156,1,freemsg you have been awarded a free mini digital camera just reply snap to collect your prize quizclub opt out stop pwk sprwm ph,panjang
ham,Fuck babe ... What happened to you ? How come you never came back?,66,0,fuck babe what happened to you how come you never came back,pendek
spam,This message is brought to you by GMW Ltd. and is not connected to the,70,1,this message is brought to you by gmw ltd and is not connected to the,pendek
ham,"Some friends want me to drive em someplace, probably take a while",65,0,some friends want me to drive em someplace probably take a while,pendek
ham,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.,95,0,i also thk too fast xy suggest one not me u dun wan its ok going rain leh where got gd,pendek
ham,Are you still getting the goods.,32,0,are you still getting the goods,sangat pendek
ham,And maybe some pressies,23,0,and maybe some pressies,sangat pendek
ham,"Yeah I am, so I'll leave maybe 7ish?",36,0,yeah i am so ill leave maybe ish,sangat pendek
ham,I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.,144,0,i told her i had a dr appt next week she thinks im gonna die i told her its just a check nothing to be worried about but she didnt listen,sedang
ham,You in your room? I need a few,30,0,you in your room i need a few,sangat pendek
ham,I dont want to hear anything,28,0,i dont want to hear anything,sangat pendek
ham,Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..,83,0,hey for me there is no leave on friday wait i will ask my superior and tell you,pendek
ham,Ultimately tor motive tui achieve korli.,40,0,ultimately tor motive tui achieve korli,sangat pendek
ham,From 5 to 2 only my work timing.,32,0,from to only my work timing,sangat pendek
ham,Û_ and donÛ÷t worry weÛ÷ll have finished by march Û_ ish!,61,0,û and donû÷t worry weû÷ll have finished by march û ish,pendek
ham,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel",116,0,the house is on the water with a dock a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel,sedang
spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",160,1,congrats mobile g videophones r yours call now videochat wid ur mates play java games dload polyph music noline rentl bx ip we p,panjang
spam,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,153,1,your next amazing xxx picsfree video will be sent to you enjoy if one vid is not enough for day text back the keyword picsfree to get the next video,panjang
ham,Now thats going to ruin your thesis!,36,0,now thats going to ruin your thesis,sangat pendek
ham,In sch but neva mind u eat 1st lor..,36,0,in sch but neva mind u eat st lor,sangat pendek
ham,Hey whats up? U sleeping all morning?,37,0,hey whats up u sleeping all morning,sangat pendek
ham,Erm. I thought the contract ran out the4th of october.,54,0,erm i thought the contract ran out theth of october,pendek
ham,I dunno until when... Lets go learn pilates...,46,0,i dunno until when lets go learn pilates,sangat pendek
spam,U are subscribed to the best Mobile Content Service in the UK for å£3 per ten days until you send STOP to 83435. Helpline 08706091795.,134,1,u are subscribed to the best mobile content service in the uk for å£ per ten days until you send stop to helpline,sedang
ham,Yup i'm elaborating on the safety aspects and some other issues..,65,0,yup im elaborating on the safety aspects and some other issues,pendek
